FID,Updated,PCR,Antigen,TotalCases,TotalDeaths,DataNotes,RecordStat,Lab
1,2020/03/13 17:00:00+00,0,0,3,0,,Past,3/13/2020
2,2020/03/14 20:23:59+00,0,0,0,0,,Past,3/14/2020
3,2020/03/15 20:23:00+00,0,0,0,0,,Past,3/15/2020
4,2020/03/16 17:00:00+00,0,0,6,0,,Past,3/16/2020
5,2020/03/17 17:00:00+00,0,0,17,0,,Past,3/17/2020
6,2020/03/18 17:00:00+00,0,0,24,0,,Past,3/18/2020
7,2020/03/19 17:00:00+00,0,0,41,0,,Past,3/19/2020
8,2020/03/20 17:00:00+00,0,0,58,0,,Past,3/20/2020
9,2020/03/21 17:00:00+00,0,0,60,0,,Past,3/21/2020
10,2020/03/22 17:00:00+00,0,0,79,0,,Past,3/22/2020
11,2020/03/23 17:00:00+00,0,0,86,0,,Past,3/23/2020
12,2020/03/24 17:00:00+00,0,0,98,0,,Past,3/24/2020
13,2020/03/25 17:00:00+00,0,0,119,0,,Past,3/25/2020
14,2020/03/26 17:00:00+00,0,0,137,0,,Past,3/26/2020
15,2020/03/27 17:00:00+00,0,0,160,1,,Past,3/27/2020
16,2020/03/28 21:53:59+00,0,0,179,1,,Past,3/28/2020
17,2020/03/29 22:18:00+00,0,0,200,1,,Past,3/29/2020
18,2020/03/30 20:48:00+00,0,0,206,2,,Past,3/30/2020
19,2020/03/31 20:51:00+00,0,0,244,2,,Past,3/31/2020
20,2020/04/01 21:29:00+00,0,0,305,3,,Past,4/1/2020
21,2020/04/02 20:35:00+00,0,0,351,3,,Past,4/2/2020
22,2020/04/03 20:55:00+00,0,0,430,4,,Past,4/3/2020
23,2020/04/04 22:05:00+00,0,0,460,6,,Past,4/4/2020
24,2020/04/05 20:32:00+00,0,0,484,6,,Past,4/5/2020
25,2020/04/06 21:46:00+00,0,0,502,6,,Past,4/6/2020
26,2020/04/07 22:02:59+00,0,0,554,7,,Past,4/7/2020
27,2020/04/08 21:53:00+00,0,0,597,7,,Past,4/8/2020
28,2020/04/09 23:55:00+00,0,0,642,7,,Past,4/9/2020
29,2020/04/10 23:12:00+00,0,0,690,9,,Past,4/10/2020
30,2020/04/11 21:59:59+00,0,0,744,9,,Past,4/11/2020
31,2020/04/12 21:59:59+00,0,0,774,9,,Past,4/12/2020
32,2020/04/13 21:55:00+00,0,0,856,11,,Past,4/13/2020
33,2020/04/14 17:03:00+00,0,0,900,14,,Past,4/14/2020
34,2020/04/15 17:36:59+00,0,0,977,17,,Past,4/15/2020
35,2020/04/16 17:58:00+00,0,0,1029,18,,Past,4/16/2020
36,2020/04/17 17:44:00+00,0,0,1074,21,,Past,4/17/2020
37,2020/04/18 17:45:00+00,0,0,1092,23,,Past,4/18/2020
38,2020/04/19 17:51:00+00,0,0,1108,25,,Past,4/19/2020
39,2020/04/20 18:16:00+00,0,0,1174,26,,Past,4/20/2020
40,2020/04/21 17:58:59+00,0,0,1233,27,,Past,4/21/2020
41,2020/04/22 17:52:59+00,0,0,1263,28,,Past,4/22/2020
42,2020/04/23 17:58:00+00,0,0,1312,31,,Past,4/23/2020
43,2020/04/24 18:08:00+00,0,0,1379,32,,Past,4/24/2020
44,2020/04/25 17:39:00+00,0,0,1396,36,,Past,4/25/2020
45,2020/04/26 18:03:00+00,0,0,1412,39,,Past,4/26/2020
46,2020/04/27 17:54:00+00,0,0,1464,42,,Past,4/27/2020
47,2020/04/28 17:45:59+00,0,0,1539,42,,Past,4/28/2020
48,2020/04/29 21:59:59+00,0,0,1591,44,,Past,4/29/2020
49,2020/04/30 21:59:59+00,0,0,1654,47,,Past,4/30/2020
50,2020/05/01 21:59:59+00,0,0,1683,51,,Past,5/1/2020
51,2020/05/02 21:59:59+00,0,0,1714,51,,Past,5/2/2020
52,2020/05/03 22:57:59+00,0,0,1756,52,,Past,5/3/2020
53,2020/05/04 21:59:59+00,0,0,1816,53,,Past,5/4/2020
54,2020/05/05 21:59:59+00,0,0,1876,58,,Past,5/5/2020
55,2020/05/06 21:59:59+00,0,0,1946,57,,Past,5/6/2020
56,2020/05/07 21:59:59+00,0,0,2002,59,,Past,5/7/2020
57,2020/05/08 21:59:59+00,0,0,2071,60,,Past,5/8/2020
58,2020/05/09 21:59:59+00,0,0,2095,60,,Past,5/9/2020
59,2020/05/10 21:59:59+00,0,0,2127,60,,Past,5/10/2020
60,2020/05/11 21:59:59+00,0,0,2171,65,,Past,5/11/2020
61,2020/05/12 21:59:59+00,0,0,2235,71,,Past,5/12/2020
62,2020/05/13 21:00:00+00,0,0,2288,72,,Past,5/13/2020
63,2020/05/14 16:15:59+00,0,0,2345,74,,Past,5/14/2020
64,2020/05/15 21:59:59+00,0,0,2381,77,,Past,5/15/2020
65,2020/05/16 21:59:59+00,0,0,2425,77,,Past,5/16/2020
66,2020/05/17 22:38:59+00,0,0,2459,77,,Past,5/17/2020
67,2020/05/18 20:19:00+00,0,0,2537,79,,Past,5/18/2020
68,2020/05/19 22:34:59+00,0,0,2595,81,,Past,5/19/2020
69,2020/05/20 22:40:00+00,0,0,2644,82,,Past,5/20/2020
70,2020/05/21 21:59:59+00,0,0,2712,83,,Past,5/21/2020
71,2020/05/22 21:59:59+00,0,0,2761,83,,Past,5/22/2020
72,2020/05/23 22:38:00+00,0,0,2788,83,,Past,5/23/2020
73,2020/05/24 22:43:00+00,0,0,2847,84,,Past,5/24/2020
74,2020/05/25 22:44:59+00,0,0,2933,85,,Past,5/25/2020
75,2020/05/26 21:59:59+00,0,0,2984,88,,Past,5/26/2020
76,2020/05/27 22:06:59+00,0,0,3057,91,,Past,5/27/2020
77,2020/05/28 22:14:00+00,0,0,3124,92,,Past,5/28/2020
78,2020/05/29 22:22:59+00,0,0,3186,93,,Past,5/29/2020
79,2020/05/30 16:31:59+00,0,0,3232,93,,Past,5/30/2020
80,2020/05/31 15:33:00+00,0,0,3272,93,,Past,5/31/2020
81,2020/06/01 16:49:00+00,0,0,3360,93,,Past,6/1/2020
82,2020/06/02 22:04:00+00,0,0,3433,93,,Past,6/2/2020
83,2020/06/03 14:12:00+00,0,0,3501,95,,Past,6/3/2020
84,2020/06/04 16:31:00+00,0,0,3562,95,,Past,6/4/2020
85,2020/06/05 15:10:00+00,0,0,3616,97,,Past,6/5/2020
86,2020/06/06 15:10:00+00,0,0,3662,97,,Past,6/6/2020
87,2020/06/07 22:43:00+00,0,0,3697,97,,Past,6/7/2020
88,2020/06/08 22:04:00+00,0,0,3815,98,,Past,6/8/2020
89,2020/06/09 22:02:00+00,0,0,3976,99,,Past,6/9/2020
90,2020/06/10 22:28:00+00,0,0,4109,99,,Past,6/10/2020
91,2020/06/11 22:18:00+00,0,0,4238,101,,Past,6/11/2020
92,2020/06/12 22:27:00+00,0,0,4314,104,,Past,6/12/2020
93,2020/06/13 22:08:00+00,0,0,4461,104,,Past,6/13/2020
94,2020/06/14 22:31:59+00,0,0,4545,104,,Past,6/14/2020
95,2020/06/15 22:12:00+00,0,0,4664,106,,Past,6/15/2020
96,2020/06/16 22:05:59+00,0,0,4771,106,,Past,6/16/2020
97,2020/06/17 22:05:00+00,0,0,4991,108,,Past,6/17/2020
98,2020/06/18 18:06:00+00,0,0,,,,Past,6/19/2020
99,2020/06/19 22:33:00+00,0,0,5286,108,,Past,6/18/2020
100,2020/06/20 15:42:00+00,0,0,5704,109,,Past,6/20/2020
101,2020/06/21 17:00:59+00,0,0,6210,110,,Past,6/21/2020
102,2020/06/22 22:06:59+00,0,0,6339,112,,Past,6/22/2020
103,2020/06/23 17:19:59+00,0,0,6596,114,,Past,6/23/2020
104,2020/06/24 17:35:00+00,0,0,6914,116,,Past,6/24/2020
105,2020/06/25 15:08:59+00,0,0,7097,116,,Past,6/25/2020
106,2020/06/26 18:30:00+00,0,0,,,,Past,6/27/2020
107,2020/06/27 17:29:59+00,0,0,7825,117,,Past,6/26/2020
108,2020/06/28 17:34:00+00,0,0,8461,117,,Past,6/28/2020
109,2020/06/29 17:45:00+00,0,0,8969,121,,Past,6/29/2020
110,2020/06/30 17:22:00+00,0,0,9527,124,,Past,6/30/2020
111,2020/07/01 17:06:59+00,0,0,10124,128,,Past,7/1/2020
112,2020/07/02 17:22:00+00,0,0,10695,133,,Past,7/2/2020
113,2020/07/03 16:41:00+00,0,0,11009,134,,Past,7/3/2020
114,2020/07/04 16:28:59+00,0,0,11131,136,,Past,7/4/2020
115,2020/07/05 17:19:59+00,0,0,11679,137,,Past,7/5/2020
116,2020/07/06 22:15:00+00,0,0,11926,144,,Past,7/6/2020
117,2020/07/07 16:18:00+00,0,0,12408,151,,Past,7/7/2020
118,2020/07/08 16:47:59+00,0,0,13161,159,,Past,7/8/2020
119,2020/07/09 16:47:00+00,0,0,13864,159,,Past,7/9/2020
120,2020/07/10 21:59:59+00,0,0,14304,166,,Past,7/10/2020
121,2020/07/11 10:41:59+00,0,0,14622,168,,Past,7/11/2020
122,2020/07/12 10:41:59+00,0,0,14788,169,,Past,7/12/2020
123,2020/07/13 10:41:59+00,0,0,15445,172,,Past,7/13/2020
124,2020/07/14 10:41:59+00,0,0,15998,179,,Past,7/14/2020
125,2020/07/15 10:43:00+00,0,0,16570,183,,Past,7/15/2020
126,2020/07/16 10:43:00+00,0,0,16983,189,,Past,7/16/2020
127,2020/07/17 10:43:00+00,0,0,17215,196,,Past,7/17/2020
128,2020/07/18 10:43:00+00,0,0,17454,203,,Past,7/18/2020
129,2020/07/19 10:44:00+00,0,0,17646,203,,Past,7/19/2020
130,2020/07/20 10:44:00+00,0,0,17791,209,,Past,7/20/2020
131,2020/07/21 10:44:00+00,0,0,18394,218,,Past,7/21/2020
132,2020/07/22 10:44:00+00,0,0,18696,222,,Past,7/22/2020
133,2020/07/23 10:44:59+00,0,0,18939,229,,Past,7/23/2020
134,2020/07/24 10:46:00+00,0,0,19177,241,,Past,7/24/2020
135,2020/07/25 16:09:59+00,0,0,19401,241,,Past,7/25/2020
136,2020/07/26 16:12:00+00,0,0,19480,241,,Past,7/26/2020
137,2020/07/27 16:12:59+00,0,0,19720,252,,Past,7/27/2020
138,2020/07/28 16:12:59+00,0,0,19952,255,,Past,7/28/2020
139,2020/07/29 16:12:59+00,0,0,20187,264,,Past,7/29/2020
140,2020/07/30 16:12:59+00,0,0,20465,266,,Past,7/30/2020
141,2020/07/31 16:14:00+00,0,0,20745,274,,Past,7/31/2020
142,2020/08/01 16:28:00+00,0,0,20967,276,,Past,8/1/2020
143,2020/08/02 16:31:00+00,0,0,21214,279,,Past,8/2/2020
144,2020/08/03 16:31:00+00,0,0,21549,285,,Past,8/3/2020
145,2020/08/04 16:31:00+00,0,0,21822,287,,Past,8/4/2020
146,2020/08/05 16:31:00+00,0,0,22024,287,,Past,8/5/2020
147,2020/08/06 16:31:00+00,0,0,22256,288,,Past,8/6/2020
148,2020/08/07 16:31:59+00,0,0,22480,295,,Past,8/7/2020
149,2020/08/08 16:31:59+00,0,0,22602,298,,Past,8/8/2020
150,2020/08/09 16:31:59+00,0,0,22724,298,,Past,8/9/2020
151,2020/08/10 16:31:59+00,0,0,22953,303,,Past,8/10/2020
152,2020/08/11 17:05:00+00,0,0,23249,307,,Past,8/11/2020
153,2020/08/12 17:05:00+00,0,0,23421,313,,Past,8/12/2020
154,2020/08/13 16:17:00+00,0,0,23718,328,,Past,8/13/2020
155,2020/08/14 16:17:00+00,0,0,23870,332,,Past,8/14/2020
156,2020/08/15 16:17:00+00,0,0,24008,335,,Past,8/15/2020
157,2020/08/16 16:17:00+00,0,0,24144,335,,Past,8/16/2020
158,2020/08/17 16:18:00+00,0,0,24409,335,,Past,8/17/2020
159,2020/08/18 16:18:00+00,0,0,24759,337,,Past,8/18/2020
160,2020/08/19 16:18:00+00,0,0,25062,346,,Past,8/19/2020
161,2020/08/20 16:18:00+00,0,0,25353,346,,Past,8/20/2020
162,2020/08/21 16:37:00+00,0,0,25559,353,,Past,8/21/2020
163,2020/08/22 16:37:00+00,0,0,25640,357,,Past,8/22/2020
164,2020/08/23 16:37:00+00,0,0,25736,357,,Past,8/23/2020
165,2020/08/24 18:00:00+00,0,0,25890,362,,Past,8/24/2020
166,2020/08/25 21:59:59+00,0,0,26017,366,,Past,8/25/2020
167,2020/08/26 21:59:59+00,0,0,26117,371,,Past,8/26/2020
168,2020/08/27 21:59:59+00,0,0,26239,374,,Past,8/27/2020
169,2020/08/28 21:59:59+00,0,0,26307,377,,Past,8/28/2020
170,2020/08/29 21:59:59+00,0,0,26316,380,,Past,8/29/2020
171,2020/08/30 21:59:59+00,0,0,26434,380,,Past,8/30/2020
172,2020/08/31 21:59:59+00,0,0,26516,385,,Past,8/31/2020
173,2020/09/01 21:59:59+00,0,0,26563,385,,Past,9/1/2020
174,2020/09/02 21:59:59+00,0,0,26622,388,,Past,9/2/2020
175,2020/09/03 16:54:00+00,0,0,26726,389,,Past,9/3/2020
176,2020/09/04 22:21:00+00,0,0,26854,393,,Past,9/4/2020
177,2020/09/05 22:21:59+00,0,0,26931,394,,Past,9/5/2020
178,2020/09/06 22:11:00+00,0,0,26969,394,,Past,9/6/2020
179,2020/09/07 22:38:00+00,0,0,27038,395,,Past,9/7/2020
180,2020/09/08 22:05:59+00,0,0,27124,399,,Past,9/8/2020
181,2020/09/09 22:18:00+00,0,0,27206,399,,Past,9/9/2020
182,2020/09/10 22:12:00+00,0,0,27424,402,,Past,9/10/2020
183,2020/09/11 22:41:00+00,0,0,27525,402,,Past,9/11/2020
184,2020/09/12 21:59:59+00,0,0,27578,403,,Past,9/12/2020
185,2020/09/13 21:59:59+00,0,0,27701,403,,Past,9/13/2020
186,2020/09/14 21:59:59+00,0,0,27776,407,,Past,9/14/2020
187,2020/09/15 22:40:00+00,0,0,27961,412,,Past,9/15/2020
188,2020/09/16 22:08:00+00,0,0,28103,413,,Past,9/16/2020
189,2020/09/17 21:59:59+00,0,0,28212,413,,Past,9/17/2020
190,2020/09/18 21:59:59+00,0,0,28375,414,,Past,9/18/2020
191,2020/09/19 21:59:59+00,0,0,28438,414,,Past,9/19/2020
192,2020/09/20 21:59:59+00,0,0,28441,414,,Past,9/20/2020
193,2020/09/21 21:59:59+00,0,0,28596,415,,Past,9/21/2020
194,2020/09/22 21:59:59+00,0,0,28643,415,,Past,9/22/2020
195,2020/09/23 21:59:59+00,0,0,28745,417,,Past,9/23/2020
196,2020/09/24 22:50:59+00,0,0,28904,417,,Past,9/24/2020
197,2020/09/25 22:43:00+00,0,0,29073,420,,Past,9/25/2020
198,2020/09/26 21:59:59+00,0,0,29130,422,,Past,9/26/2020
199,2020/09/27 21:59:59+00,0,0,29252,426,,Past,9/27/2020
200,2020/09/28 22:05:59+00,0,0,29343,426,,Past,9/28/2020
201,2020/09/29 21:59:59+00,0,0,29421,426,,Past,9/29/2020
202,2020/09/30 22:20:00+00,0,0,29514,427,,Past,9/30/2020
203,2020/10/01 22:47:00+00,0,0,29576,429,,Past,10/1/2020
204,2020/10/02 22:51:59+00,0,0,29647,429,,Past,10/2/2020
205,2020/10/03 22:34:00+00,0,0,29750,429,,Past,10/3/2020
206,2020/10/04 22:54:59+00,0,0,29799,429,,Past,10/4/2020
207,2020/10/05 22:28:00+00,0,0,29857,430,,Past,10/5/2020
208,2020/10/06 22:38:59+00,0,0,29952,434,,Past,10/6/2020
209,2020/10/07 22:33:00+00,0,0,29997,436,,Past,10/7/2020
210,2020/10/08 22:27:00+00,0,0,30075,437,,Past,10/8/2020
211,2020/10/09 22:22:59+00,0,0,30165,441,,Past,10/9/2020
212,2020/10/10 22:09:59+00,0,0,30199,441,,Past,10/10/2020
213,2020/10/11 21:59:59+00,0,0,30265,441,,Past,10/11/2020
214,2020/10/12 22:18:59+00,0,0,30398,442,,Past,10/12/2020
215,2020/10/13 22:51:59+00,0,0,,442,,Past,10/13/2020
216,2020/10/14 22:31:00+00,0,0,30601,442,,Past,10/14/2020
217,2020/10/15 22:15:59+00,0,0,30688,442,,Past,10/15/2020
218,2020/10/16 22:06:59+00,0,0,30797,443,,Past,10/16/2020
219,2020/10/17 22:01:00+00,0,0,30908,445,,Past,10/17/2020
220,2020/10/18 21:59:59+00,0,0,30956,445,,Past,10/18/2020
221,2020/10/19 22:06:59+00,0,0,31053,446,,Past,10/19/2020
222,2020/10/20 22:21:00+00,0,0,31159,448,,Past,10/20/2020
223,2020/10/21 21:59:59+00,0,0,31228,448,,Past,10/21/2020
224,2020/10/22 22:12:00+00,0,0,31327,448,,Past,10/22/2020
225,2020/10/23 22:17:00+00,0,0,31411,448,,Past,10/23/2020
226,2020/10/24 22:01:00+00,0,0,31493,449,,Past,10/24/2020
227,2020/10/25 21:59:59+00,0,0,31551,449,,Past,10/25/2020
228,2020/10/26 21:59:59+00,0,0,31653,449,,Past,10/26/2020
229,2020/10/27 22:11:00+00,0,0,31775,449,,Past,10/27/2020
230,2020/10/28 22:11:00+00,0,0,31851,449,,Past,10/28/2020
231,2020/10/29 22:11:00+00,0,0,31943,450,,Past,10/29/2020
232,2020/10/30 22:11:00+00,0,0,32024,451,,Past,10/30/2020
233,2020/10/31 22:11:00+00,0,0,32143,452,,Past,10/31/2020
234,2020/11/01 21:59:59+00,0,0,32220,452,,Past,11/1/2020
235,2020/11/02 21:59:59+00,0,0,32303,454,,Past,11/2/2020
236,2020/11/03 21:59:59+00,0,0,32451,456,,Past,11/3/2020
237,2020/11/04 21:59:59+00,0,0,32605,456,,Past,11/4/2020
238,2020/11/05 21:59:59+00,0,0,32748,456,,Past,11/5/2020
239,2020/11/06 21:59:59+00,0,0,32928,457,,Past,11/6/2020
240,2020/11/07 21:59:59+00,0,0,33016,457,,Past,11/7/2020
241,2020/11/08 21:59:59+00,0,0,33168,457,,Past,11/8/2020
242,2020/11/09 21:59:59+00,0,0,33382,457,,Past,11/9/2020
243,2020/11/10 21:59:59+00,0,0,33559,461,,Past,11/10/2020
244,2020/11/11 21:59:59+00,0,0,33769,462,,Past,11/11/2020
245,2020/11/12 21:59:59+00,0,0,33960,465,,Past,11/12/2020
246,2020/11/13 21:59:59+00,0,0,34204,465,,Past,11/13/2020
247,2020/11/14 21:59:59+00,0,0,34504,466,,Past,11/14/2020
248,2020/11/15 21:59:59+00,0,0,34612,466,,Past,11/15/2020
249,2020/11/16 22:15:00+00,0,0,34769,466,,Past,11/16/2020
250,2020/11/17 22:15:00+00,0,0,35020,469,,Past,11/17/2020
251,2020/11/18 22:15:00+00,0,0,35326,469,,Past,11/18/2020
252,2020/11/19 21:59:59+00,0,0,35616,473,,Past,11/19/2020
253,2020/11/20 21:59:59+00,0,0,35984,476,,Past,11/20/2020
254,2020/11/21 21:59:59+00,0,0,36175,476,,Past,11/21/2020
255,2020/11/22 21:59:59+00,0,0,36436,476,,Past,11/22/2020
256,2020/11/23 21:59:59+00,0,0,36754,476,,Past,11/23/2020
257,2020/11/24 21:59:59+00,0,0,37120,478,,Past,11/24/2020
258,2020/11/25 21:59:59+00,0,0,37238,483,,Past,11/25/2020
259,2020/11/26 22:09:00+00,0,0,37401,483,,Past,11/26/2020
260,2020/11/27 22:09:00+00,0,0,37666,483,,Past,11/27/2020
261,2020/11/28 21:59:59+00,0,0,37898,483,,Past,11/28/2020
262,2020/11/29 21:59:59+00,0,0,38045,483,,Past,11/29/2020
263,2020/11/30 21:59:59+00,0,0,38377,483,,Past,11/30/2020
264,2020/12/01 21:59:59+00,0,0,38757,484,,Past,12/1/2020
265,2020/12/02 21:59:59+00,0,0,39037,486,,Past,12/2/2020
266,2020/12/03 21:59:59+00,0,0,39267,492,,Past,12/3/2020
267,2020/12/04 21:59:59+00,0,0,39566,493,,Past,12/4/2020
268,2020/12/05 21:59:59+00,0,0,39925,494,,Past,12/5/2020
269,2020/12/06 21:59:59+00,0,0,40209,494,,Past,12/6/2020
270,2020/12/07 21:59:59+00,0,0,40481,495,,Past,12/7/2020
271,2020/12/08 21:59:59+00,0,0,40836,496,,Past,12/8/2020
272,2020/12/09 21:59:59+00,0,0,41092,499,,Past,12/9/2020
273,2020/12/10 21:59:59+00,0,0,41519,502,,Past,12/10/2020
274,2020/12/11 21:59:59+00,0,0,41901,504,,Past,12/11/2020
275,2020/12/12 21:59:59+00,0,0,42136,505,,Past,12/12/2020
276,2020/12/13 21:59:59+00,0,0,42441,505,,Past,12/13/2020
277,2020/12/14 21:59:59+00,0,0,42856,507,,Past,12/14/2020
278,2020/12/15 21:59:59+00,0,0,43469,507,,Past,12/15/2020
279,2020/12/16 21:59:59+00,0,0,43836,511,,Past,12/16/2020
280,2020/12/17 21:59:59+00,0,0,44381,512,,Past,12/17/2020
281,2020/12/18 21:59:59+00,0,0,44796,516,,Past,12/18/2020
282,2020/12/19 21:59:59+00,0,0,45070,516,,Past,12/19/2020
283,2020/12/20 21:59:59+00,0,0,45492,516,,Past,12/20/2020
284,2020/12/21 21:59:59+00,0,0,46029,522,,Past,12/21/2020
285,2020/12/22 21:59:59+00,0,0,46701,525,,Past,12/22/2020
286,2020/12/23 21:59:59+00,0,0,47076,528,,Past,12/23/2020
287,2020/12/24 21:59:59+00,0,0,47537,531,,Past,12/24/2020
288,2020/12/25 21:59:59+00,0,0,47793,531,,Past,12/25/2020
289,2020/12/26 21:59:59+00,0,0,48208,531,,Past,12/26/2020
290,2020/12/27 21:59:59+00,0,0,48424,532,,Past,12/27/2020
291,2020/12/28 21:59:59+00,0,0,48951,542,,Past,12/28/2020
292,2020/12/29 21:59:59+00,0,0,49648,544,,Past,12/29/2020
293,2020/12/30 21:59:59+00,0,0,50194,548,,Past,12/30/2020
294,2020/12/31 21:59:59+00,0,0,50595,549,,Past,12/31/2020
295,2021/01/01 21:59:59+00,0,0,51150,550,,Past,1/1/2021
296,2021/01/02 21:59:59+00,0,0,51558,550,,Past,1/2/2021
297,2021/01/03 22:01:00+00,0,0,51956,550,,Past,1/3/2021
298,2021/01/04 21:59:59+00,0,0,52708,554,,Past,1/4/2021
299,2021/01/05 21:59:59+00,0,0,53272,561,,Past,1/5/2021
300,2021/01/06 21:59:59+00,0,0,53935,564,,Past,1/6/2021
301,2021/01/07 21:59:59+00,0,0,54814,565,,Past,1/7/2021
302,2021/01/08 21:59:59+00,0,0,55406,568,,Past,1/8/2021
303,2021/01/09 21:59:59+00,0,0,55870,569,,Past,1/9/2021
304,2021/01/10 21:59:59+00,0,0,,,No Data,Past,1/10/2021
305,2021/01/11 21:59:59+00,0,0,56825,573,,Past,1/11/2021
306,2021/01/12 21:59:59+00,0,0,,,No data,Past,1/12/2021
307,2021/01/13 22:01:00+00,0,0,58286,582,,Past,1/13/2021
308,2021/01/14 21:59:59+00,0,0,59394,591,,Past,1/14/2021
309,2021/01/15 21:59:59+00,0,0,60084,592,,Past,1/15/2021
310,2021/01/16 21:59:59+00,0,0,60379,592,,Past,1/16/2021
